HH-pol,HV-pol,SM1 (%),Crop Name,label
-5.42929,-14.73629,44.1,Paddy,Very High
-5.82171,-11.99275,25.3333333333333,Fallow,High
-6.83583,-12.53825,32.7,Perl Millet,High
-6.62373,-13.16136,15.6,Perl Millet,Medium
-6.49366,-16.58032,48.6,Paddy,Very High
-5.71479,-15.29142,32.8,Perl Millet,High
-4.76671,-14.12548,37.3333333333333,Perl Millet,High
-6.12961,-15.56835,32.2,Fallow,High
-7.06738,-15.0869,35.3,Perl Millet,High
-4.94165,-14.08518,40.5,Paddy,High
-6.09963,-12.48138,26.2,Fallow,High
-5.24226,-15.49371,37.2333333333333,Perl Millet,High
-9.20043,-12.16521,29.8,Fallow,High
-6.027,-15.79688,50.0,Paddy,Very High
-8.80665,-11.36516,27.7,Fallow,High
-4.36921,-17.11619,25.4,Fallow,High
-5.25829,-13.97995,29.2666666666667,Fallow,High
-8.18872,-14.55643,39.0,Paddy,High
-5.30542,-12.30038,39.6,Paddy,High
-3.21495,-13.81128,45.3,Paddy,Very High
-6.95738,-16.2576,42.1,Paddy,Very High
-7.07188,-13.64715,38.5,Paddy,High
-4.02301,-17.24557,50.0,Paddy,Very High
-8.49218,-16.03073,50.0,Paddy,Very High
-5.05138,-15.49632,50.0,Paddy,Very High
-1.85849,-17.99376,50.0,Paddy,Very High
-2.11521,-16.72054,50.0,Paddy,Very High
-6.36912,-13.75119,33.2,Paddy,High
-5.19342,-15.52219,50.0,Fallow,Very High
-3.6856,-16.30875,21.1,Paddy,Medium
-8.95153,-15.54802,41.2,Paddy,Very High
-4.96792,-14.74616,40.7333333333333,Paddy,High
-7.1087,-14.12915,28.3,Fallow,High
-9.30291,-12.86556,50.0,Paddy,Very High
-8.75691,-15.40885,50.0,Paddy,Very High
-7.12508,-13.7808,21.3,Fallow,Medium
-8.59081,-14.06468,21.1,Fallow,Medium
-6.70794,-16.0276,44.3,Paddy,Very High
-7.30944,-14.52715,24.3,Paddy,High
-7.64711,-16.6676,27.6,Paddy,High
-4.90405,-14.00856,33.9,Paddy,High
-6.97647,-13.94084,33.0333333333333,Paddy,High
-7.06393,-14.37601,25.3,Paddy,High
-4.55831,-14.321,36.1,Paddy,High
-7.21936,-12.94086,28.8,Fallow,High
-4.74375,-14.61305,44.2,Paddy,Very High
-4.4083,-14.32181,36.6666666666667,Fallow,High
-5.90796,-12.52526,50.0,Fallow,Very High
-7.38713,-15.09099,24.4,Fallow,High
-6.2574,-12.05392,41.0,Paddy,Very High
-8.44134,-16.46069,25.3,Paddy,High
-2.85467,-17.00499,53.7,Orchad,Very High
-6.88868,-12.32378,49.3,Paddy,Very High
-3.97072,-16.29953,50.0,Paddy,Very High
-4.72315,-14.51099,50.0,Paddy,Very High
-6.20342,-14.23523,50.0,Paddy,Very High
-3.75298,-15.14806,50.0,Paddy,Very High
-5.38613,-17.08112,50.0,Paddy,Very High
-7.39166,-9.1063,50.0,Paddy,Very High
-5.273,-12.95383,50.0,Paddy,Very High
-5.28297,-14.08056,44.2,Paddy,Very High
-6.95083,-13.64403,39.8,Paddy,High
-7.09757,-14.043,37.8333333333333,Paddy,High
-8.20464,-16.64977,40.8,Paddy,High
-4.87058,-16.89353,43.7,Paddy,Very High
-4.55784,-16.67149,46.5,Paddy,Very High
-6.59729,-13.9734,20.8,Fallow,Medium
-6.60565,-16.34644,50.0,Paddy,Very High
-4.76756,-13.00728,50.0,Paddy,Very High
-6.36367,-15.02861,50.0,Paddy,Very High
-7.27669,-16.78046,50.0,Paddy,Very High
-3.74459,-15.64025,50.0,Paddy,Very High
-7.22014,-16.0361,50.0,Paddy,Very High
-6.95673,-15.10044,50.0,Paddy,Very High
-8.25937,-14.49804,50.0,Paddy,Very High
-7.20351,-12.98312,50.0,Paddy,Very High
-4.98963,-16.98427,50.0,Paddy,Very High
-6.0826,-14.58547,50.0,Paddy,Very High
-6.19544,-13.75025,50.0,Paddy,Very High
-10.42013,-18.08521,50.0,Paddy,Very High
-6.72844,-16.71515,50.0,Paddy,Very High
-6.49229,-16.83213,50.0,Paddy,Very High
-10.29932,-15.73432,50.0,Paddy,Very High
-9.37322,-13.50721,50.0,Paddy,Very High
-6.11948,-14.53983,50.0,Paddy,Very High
-6.07232,-16.53215,50.0,Paddy,Very High
-6.63722,-12.84217,50.0,Paddy,Very High
-5.9934,-13.82399,50.0,Paddy,Very High
-7.50381,-18.24995,50.0,Paddy,Very High
-5.88805,-14.23372,33.1,Paddy,High
-4.52708,-15.08702,50.0,Paddy,Very High
-7.98117,-18.49023,22.5,Fallow,Medium
-6.66725,-18.4706,50.0,Paddy,Very High
-6.41655,-16.98897,50.0,Paddy,Very High
-4.60409,-16.83565,50.0,Paddy,Very High
-5.1949,-14.37999,50.0,Paddy,Very High
-4.85469,-15.77813,40.4,Paddy,High
-5.05693,-16.71887,50.0,Paddy,Very High
-6.35198,-15.12945,50.0,Paddy,Very High
-4.52847,-14.65907,50.0,Paddy,Very High
-4.95791,-16.31956,42.7,Paddy,Very High
-4.80316,-14.81964,38.1,Fallow,High
-3.79642,-16.69548,50.0,Paddy,Very High
-8.03541,-12.67302,25.7,Fallow,High
-7.59181,-12.08597,24.4,Fallow,High
-8.10765,-12.8694,30.2,Perl Millet,High
-9.55976,-12.23526,32.3,Perl Millet,High
-9.57895,-11.0488,26.9333333333333,Perl Millet,High
-6.66593,-13.70446,25.7,Jowar,High
-5.73409,-11.53527,25.0,Jowar,High
-5.36592,-13.03373,37.7,Perl Millet,High
-6.55107,-12.55879,30.5,Fallow,High
-5.17544,-13.14677,29.8,Jowar,High
-7.81748,-12.70248,29.4,Jowar,High
-8.20132,-11.33044,32.2,Fallow,High
-6.81515,-14.83563,36.8,Fallow,High
-7.53377,-11.8508,41.1,Paddy,Very High
-7.23958,-12.56512,30.9666666666667,Fallow,High
-8.14768,-15.77665,36.1,Perl Millet,High
-8.23199,-13.13017,35.5,Perl Millet,High
-8.43148,-13.11874,50.0,Paddy,Very High
-6.11649,-16.90045,35.9,Perl Millet,High
-9.42138,-17.96617,34.4333333333333,Perl Millet,High
-5.36583,-13.46388,29.3,Fallow,High
-5.68236,-11.82191,35.7,Perl Millet,High
-7.58366,-15.71152,39.1,Paddy,High
-2.94859,-13.97028,28.1,Jowar,High
-1.43595,-13.23508,36.5,Perl Millet,High
-5.49269,-14.88128,26.0,Fallow,High
-4.19633,-13.65325,50.0,Paddy,Very High
-4.70233,-11.76186,23.8,Fallow,Medium
-4.99361,-9.55766,26.5,Fallow,High
-3.81434,-8.98321,32.9666666666667,Fallow,High
-10.1728,-14.82236,48.7,Paddy,Very High
-9.50731,-14.07459,43.5,Paddy,Very High
-8.31541,-14.23503,43.0,Paddy,Very High
-8.77887,-15.80917,43.9,Paddy,Very High
-8.26804,-16.34328,45.9333333333333,Paddy,Very High
-8.25896,-15.51185,50.0,Paddy,Very High
-4.07168,-13.62378,50.0,Paddy,Very High
-3.24645,-16.70486,50.0,Perl Millet,Very High
-6.0956,-14.8831,50.0,Perl Millet,Very High
-7.57461,-16.45597,50.0,Perl Millet,Very High
-10.36355,-15.29136,26.2,Paddy,High
-8.44209,-14.3791,13.4,Fallow,Medium
-5.87107,-15.78801,50.0,Paddy,Very High
-7.77546,-12.98961,37.5,Paddy,High
-7.12148,-10.30859,35.4333333333333,Paddy,High
-7.23443,-12.65618,24.5,Fallow,High
-7.72299,-13.91962,48.8,Paddy,Very High
-6.89739,-12.67178,43.7,Paddy,Very High
-4.56618,-11.84326,19.9,Fallow,Medium
-6.09577,-12.73796,26.8666666666667,Fallow,High
-7.69476,-15.0524,40.0,Paddy,High
-5.04545,-15.27458,29.1,Paddy,High
-5.76332,-16.14313,43.7,Paddy,Very High
-8.85327,-14.98321,30.3,Paddy,High
-7.76935,-16.99055,43.1,Paddy,Very High
-6.04081,-11.59471,47.4,Paddy,Very High
-7.12837,-14.80381,50.0,Paddy,Very High
-4.52744,-13.2964,28.7,Fallow,High
-8.73387,-13.20201,46.0,Paddy,Very High
-4.37301,-14.05658,28.8333333333333,Fallow,High
-9.67993,-17.06888,8.6,Fallow,Low
-6.8702,-16.07295,31.6,Paddy,High
-9.79337,-13.75319,13.7,Paddy,Medium
-7.31254,-14.62754,29.2,Lemon,High
-7.58662,-14.73556,8.93333333333333,Paddy,Low
-7.78498,-13.26301,37.4,Paddy,High
-9.07334,-14.50024,40.9,Paddy,Very High
-9.23549,-16.15772,24.7,Paddy,High
-9.41912,-14.03018,29.4,Paddy,High
-7.69788,-13.62584,38.3666666666667,Paddy,High
-4.22983,-14.17036,36.6,Paddy,High
-9.40017,-13.39128,35.2,Paddy,High
-5.8318,-15.231,35.9,Paddy,High
-6.41246,-11.81783,40.8,Paddy,High
-6.39611,-13.92856,44.3333333333333,Paddy,Very High
-7.62499,-17.3326,26.6,Paddy,High
-9.90959,-18.79653,21.3,Paddy,Medium
-10.23597,-17.30018,38.2,Paddy,High
-10.87947,-16.49611,19.7,Fallow,Medium
-10.36803,-18.50712,20.1333333333333,Paddy,Medium
-7.69793,-17.60595,30.6,Paddy,High
-8.81273,-17.85205,30.4,Paddy,High
-9.02416,-15.41681,24.8,Paddy,High
-6.71782,-17.32557,34.9,Paddy,High
-6.23676,-18.16079,33.0333333333333,Paddy,High
-7.473,-13.92515,30.3,Paddy,High
-5.13573,-15.53998,31.0,Paddy,High
-10.0797,-11.75667,22.4,Paddy,Medium
-8.12062,-14.28938,29.8,Paddy,High
-8.9432,-17.14628,24.5,Paddy,High
-7.58157,-12.42122,52.4,Paddy,Very High
-8.01205,-13.44829,50.0,Paddy,Very High
-5.95296,-15.15676,50.0,Paddy,Very High
-9.17134,-15.60565,50.0,Paddy,Very High
-10.9238,-14.99635,50.0,Paddy,Very High
-7.69929,-13.02082,50.0,Paddy,Very High
-9.1117,-16.77862,52.7,Paddy,Very High
-6.35071,-12.19522,27.9,Paddy,High
-9.28166,-17.65554,31.8,Paddy,High
-4.76673,-15.52828,28.2,Fallow,High
-7.87006,-15.14446,50.0,Paddy,Very High
-11.05152,-16.3981,14.1,Paddy,Medium
-10.92141,-17.05293,23.0,Paddy,Medium
-4.21314,-15.7392,44.4,Paddy,Very High
-6.47818,-13.12915,50.0,Paddy,Very High
-6.14736,-14.43242,39.0666666666667,Paddy,High
-3.62777,-13.21088,50.0,Paddy,Very High
-4.0697,-15.21458,50.0,Paddy,Very High
-6.7287,-14.78814,50.0,Paddy,Very High
-4.56948,-14.55198,50.0,Paddy,Very High
-4.80457,-13.92447,50.0,Paddy,Very High
-5.82408,-14.0258,50.2,Paddy,Very High
-5.21816,-15.5259,50.0,Paddy,Very High
-5.90603,-10.93259,34.2,Paddy,High
-6.46341,-18.11471,31.3,Fallow,High
-5.34019,-14.61141,50.0,Paddy,Very High
-9.47756,-12.58843,16.2,Fallow,Medium
-7.00555,-15.2191,12.9,Fallow,Medium
-6.14996,-14.44698,15.6,Perl Millet,Medium
-8.43812,-17.32951,12.7,Perl Millet,Medium
-10.12827,-18.05722,12.6,Perl Millet,Medium
-5.08836,-12.31809,8.8,Perl Millet,Low
-6.68482,-15.1893,8.8,Perl Millet,Low
-11.915,-16.77444,9.6,Fallow,Low
-11.91964,-16.85568,27.6,Perl Millet,High
-7.88292,-15.42486,6.76666666666667,Perl Millet,Low
-6.87637,-16.65811,8.8,Fallow,Low
-9.17609,-11.99697,8.4,Jowar,Low
-8.14816,-14.95836,8.0,Fallow,Low
-5.66477,-15.13717,28.3,Paddy,High
-8.43595,-16.21147,8.0,Fallow,Low
-8.72562,-14.55278,41.8,Paddy,Very High
-7.86327,-16.91076,31.0,Fallow,High
-6.91781,-15.05523,34.1,Fallow,High
-4.07846,-14.83412,41.6,Paddy,Very High
-8.59369,-14.49742,14.2,Jowar,Medium
-9.07801,-14.3956,37.2,Fallow,High
-12.36725,-16.46464,13.8,Fallow,Medium
-9.49287,-19.4676,26.1,Paddy,High
-10.57321,-19.14912,11.9,Fallow,Medium
-7.49887,-15.38953,14.9,Fallow,Medium
-9.96286,-16.12926,13.8333333333333,Fallow,Medium
-8.98184,-16.02619,25.6,Paddy,High
-10.29964,-15.98919,21.7,Paddy,Medium
-8.37857,-16.84818,29.9,Paddy,High
-9.08714,-16.61518,40.2,Paddy,High
-8.37454,-13.84557,35.9666666666667,Paddy,High
-7.08157,-15.75737,14.0,Paddy,Medium
-8.60075,-15.75984,16.0,Fallow,Medium
-6.13209,-13.5268,31.0,Paddy,High
-10.67223,-15.55887,36.4,Paddy,High
-9.86522,-15.08194,50.0,Paddy,Very High
-6.04073,-12.52337,11.4,Fallow,Medium
-8.28367,-13.97348,38.6,Paddy,High
-11.33464,-17.242,50.0,Paddy,Very High
-10.73824,-16.65344,8.5,Fallow,Low
-8.06631,-14.8909,10.1666666666667,Fallow,Medium
-6.80049,-13.25469,48.1,Paddy,Very High
-5.82878,-14.65034,21.5,Paddy,Medium
-9.37152,-15.99012,20.7,Paddy,Medium
-10.00388,-11.25435,19.3,Paddy,Medium
-9.00572,-14.08299,20.1,Paddy,Medium
-10.23989,-12.9441,41.8,Paddy,Very High
-8.30494,-16.09564,43.4,Paddy,Very High
-6.76528,-14.11871,30.6,Paddy,High
-6.64412,-13.80327,16.6,Paddy,Medium
-7.14885,-12.24361,18.6,Paddy,Medium
-7.2251,-15.31476,15.4,Fallow,Medium
-7.12465,-15.65603,11.0,Paddy,Medium
-9.24639,-15.80069,13.1,Paddy,Medium
-8.71673,-17.20822,20.8,Lemon,Medium
-7.06178,-17.07947,12.2,Paddy,Medium
-7.43414,-14.51735,17.9,Paddy,Medium
-7.12501,-16.43618,10.7,Paddy,Medium
-7.91534,-17.33915,23.6,Paddy,Medium
-9.74557,-14.95861,27.0,Paddy,High
-7.58933,-15.34737,21.1666666666667,Paddy,Medium
-7.60925,-13.21455,21.2,Paddy,Medium
-4.60224,-16.31329,19.9,Paddy,Medium
-7.84144,-15.75865,16.2,Paddy,Medium
-8.24454,-13.49637,18.3,Paddy,Medium
-6.73637,-15.9156,18.4,Paddy,Medium
-8.51199,-12.73815,40.2,Paddy,High
-5.5378,-15.22541,21.2,Paddy,Medium
-13.24095,-17.84823,50.0,Paddy,Very High
-9.87248,-13.04388,21.8,Fallow,Medium
-9.73063,-15.76775,50.0,Paddy,Very High
-8.20933,-15.29454,20.4,Paddy,Medium
-8.41655,-15.6332,25.6,Paddy,High
-6.41996,-15.99634,36.7,Paddy,High
-6.15002,-17.00401,19.6,Paddy,Medium
-7.99491,-15.89964,26.3666666666667,Paddy,High
-8.20146,-12.45911,26.0,Paddy,High
-6.83616,-13.64874,28.5,Paddy,High
-6.95836,-12.55582,18.8,Paddy,Medium
-6.25622,-14.0647,30.2,Paddy,High
-8.49191,-13.48937,22.1333333333333,Paddy,Medium
-7.24857,-16.74232,50.0,Paddy,Very High
-8.53103,-16.33715,50.0,Paddy,Very High
-8.19666,-14.87923,31.2,Paddy,High
-7.93737,-13.68591,35.2,Paddy,High
-7.63989,-13.77787,34.0,Paddy,High
-9.44499,-14.23499,45.5,Fallow,Very High
-8.64383,-14.54826,40.4666666666667,Paddy,High
-7.67486,-15.75328,20.9,Paddy,Medium
-9.9049,-16.3609,22.0,Paddy,Medium
-8.84512,-14.79299,32.6,Paddy,High
-6.03389,-14.73619,32.2,Paddy,High
-5.68191,-14.90392,33.6666666666667,Paddy,High
-7.48392,-16.85425,20.9,Paddy,Medium
-9.7351,-13.27157,41.4,Paddy,Very High
-7.61772,-15.61088,18.8,Fallow,Medium
-8.64384,-17.00718,15.7,Fallow,Medium
-9.30894,-11.26946,28.7333333333333,Paddy,High
-6.30962,-12.52007,14.6,Fallow,Medium
-8.87362,-14.19927,13.0,Fallow,Medium
-4.45889,-17.19832,12.7,Fallow,Medium
-8.40071,-15.40947,10.9,Fallow,Medium
-9.1015,-18.86874,11.5666666666667,Fallow,Medium
-7.46604,-15.82094,10.3,Perl Millet,Medium
-9.71529,-14.22727,14.0,Perl Millet,Medium
-9.29936,-19.79051,8.5,Fallow,Low
-8.05099,-18.98089,30.2,Fallow,High
-8.33263,-16.0843,12.4,Perl Millet,Medium
-8.21032,-13.62383,14.6,Fallow,Medium
-9.57109,-16.05677,11.5,Fallow,Medium
-9.71196,-17.21481,16.0,Fallow,Medium
-8.93207,-17.06045,26.5,Paddy,High
-9.18264,-16.77452,17.7,Fallow,Medium
-6.90067,-13.92013,16.6,Perl Millet,Medium
-7.5311,-14.50716,13.3,Perl Millet,Medium
-9.65503,-11.20537,23.8,Paddy,Medium
-4.11814,-13.13486,17.6,Perl Millet,Medium
-5.96607,-13.69468,17.3333333333333,Perl Millet,Medium
-8.15871,-13.85074,30.3,Fallow,High
-8.2963,-13.21562,25.0,Fallow,High
-7.43818,-13.2136,30.4,Paddy,High
-7.15401,-17.84544,9.3,Fallow,Low
-7.52601,-14.1695,26.0666666666667,Fallow,High
-9.98098,-13.25767,11.6,Fallow,Medium
-13.7665,-19.1326,7.3,Fallow,Low
-8.87266,-17.74279,6.8,Fallow,Low
-8.47054,-17.15322,25.5,Fallow,High
-9.31764,-17.49725,6.6,Fallow,Low
-7.1832,-16.18557,19.0,Fallow,Medium
-5.32603,-13.44815,19.5,Fallow,Medium
-9.00566,-16.14215,19.6,Fallow,Medium
-12.60974,-18.71686,23.7,Fallow,Medium
-8.42947,-17.05728,18.8666666666667,Fallow,Medium
-6.69392,-13.59474,16.1,Paddy,Medium
-7.71952,-12.80422,13.9,Paddy,Medium
-9.87678,-13.32553,14.7,Paddy,Medium
-7.00305,-12.89361,15.0,Paddy,Medium
-8.26711,-14.99384,14.2,Paddy,Medium
-9.67182,-18.03304,8.4,Fallow,Low
-9.18882,-13.76375,7.5,Fallow,Low
-9.6165,-12.57734,11.3,Fallow,Medium
-9.92915,-13.20957,12.5,Fallow,Medium
-7.58066,-15.19447,29.0,Fallow,High
-11.00889,-15.48443,12.6,Fallow,Medium
-8.03133,-18.86819,20.3,Fallow,Medium
-9.89441,-17.8276,45.5,Paddy,Very High
-7.45865,-17.6693,11.6,Fallow,Medium
-9.69651,-16.37356,10.3333333333333,Fallow,Medium
-9.78835,-12.52098,16.0,Paddy,Medium
-9.1865,-14.86157,14.1,Fallow,Medium
-5.86429,-14.71178,22.4,Paddy,Medium
-6.89559,-14.96993,24.0,Paddy,Medium
-8.79231,-13.86891,23.3,Paddy,Medium
-6.77242,-15.89802,12.9,Paddy,Medium
-7.6008,-13.91302,10.5,Paddy,Medium
-6.70097,-15.06266,12.6,Fallow,Medium
-8.81502,-16.6733,10.0,Fallow,Medium
-8.46241,-15.24373,13.5333333333333,Fallow,Medium
-9.47301,-15.62018,25.0,Paddy,High
-10.09941,-15.9901,14.7,Fallow,Medium
-6.97591,-15.35068,13.4,Fallow,Medium
-6.176,-15.46252,13.5,Fallow,Medium
-8.35863,-13.63467,11.4,Fallow,Medium
-8.83241,-19.55807,6.0,Mustard,Low
-5.13958,-16.36991,16.6,Fallow,Medium
-8.56951,-13.325,14.5,Chickori,Medium
-11.509,-15.19455,6.6,Lemon,Low
-6.60937,-17.27067,11.0333333333333,Chickori,Medium
-6.62317,-13.87265,25.0,Fallow,High
-5.19865,-17.90241,27.0,Fallow,High
-7.18239,-12.1853,22.0,Fallow,Medium
-7.41473,-15.43798,23.5,Fallow,Medium
-6.30716,-16.49157,25.6333333333333,Fallow,High
-6.52005,-13.72523,34.6,Fallow,High
-6.75503,-14.3575,35.2,Fallow,High
-8.09776,-17.20153,24.2,Fallow,High
-4.70542,-16.31835,28.6,Fallow,High
-7.16274,-16.80871,28.8,Fallow,High
-9.70575,-13.39709,4.4,Fallow,Low
-12.10264,-20.83667,3.7,Fallow,Low
-8.26031,-22.69616,50.0,Fallow,Very High
-9.73309,-14.25711,26.5,Jowar,High
-11.50146,-20.70678,6.23333333333333,Fallow,Low
-10.25796,-20.78176,4.3,Fallow,Low
-8.90284,-19.35423,5.2,Fallow,Low
-10.5962,-17.92551,4.7,Fallow,Low
-10.28129,-14.25219,5.2,Fallow,Low
-10.04473,-16.17187,4.26666666666667,Fallow,Low
-9.74362,-16.82279,50.0,Fallow,Very High
-3.1851,-18.2523,50.0,Fallow,Very High
-5.05385,-15.13859,11.2,Fallow,Medium
-7.63593,-15.30688,10.3,Fallow,Medium
-6.08771,-14.00539,50.0,Fallow,Very High
-7.59099,-15.52804,7.3,Fallow,Low
-10.05792,-18.50305,4.7,Fallow,Low
-8.38727,-16.90486,25.4,Fallow,High
-11.48194,-18.50171,3.6,Fallow,Low
-9.03836,-17.29538,10.0666666666667,Fallow,Medium
-9.09719,-12.18676,9.3,Fallow,Low
-6.00904,-11.05739,44.0,Fallow,Very High
-9.85114,-18.12127,10.4,Fallow,Medium
-8.74295,-16.39317,9.5,Fallow,Low
-11.07446,-14.81323,50.0,Fallow,Very High
-10.25558,-18.72159,4.5,Fallow,Low
-9.82656,-14.9431,8.8,Fallow,Low
-7.51584,-14.78874,50.0,Fallow,Very High
-10.43341,-14.37689,48.9,Fallow,Very High
-10.62792,-15.1352,9.83333333333333,Fallow,Medium
-8.84662,-18.34139,27.9,Fallow,High
-5.547,-16.97857,36.2,Fallow,High
-4.60667,-10.79208,35.7,Fallow,High
-5.81126,-11.4304,36.4,Fallow,High
-4.25993,-12.1033,38.8,Fallow,High
-6.28481,-16.27217,50.0,Fallow,Very High
-5.56287,-16.2288,50.0,Fallow,Very High
-7.59822,-15.23602,50.0,Fallow,Very High
-6.11102,-12.91473,50.0,Fallow,Very High
-6.90279,-15.78935,50.0,Fallow,Very High
-10.97415,-18.06414,13.2,Fallow,Medium
-6.71266,-12.74051,6.4,Fallow,Low
-11.50967,-16.98491,31.7,Tobacco,High
-9.93901,-14.5421,19.6,Fallow,Medium
-10.65519,-15.18023,10.6666666666667,Fallow,Medium
-8.73401,-19.0875,22.6,Fallow,Medium
-8.5496,-16.36282,7.3,Fallow,Low
-4.48589,-15.72366,45.5,Fallow,Very High
-7.91211,-15.32489,12.6,Fallow,Medium
-9.0115,-18.8411,50.0,Fallow,Very High
-8.79524,-18.00043,19.3,Fallow,Medium
-11.25941,-20.7269,17.2,Fallow,Medium
-12.80775,-15.91396,11.2,Fallow,Medium
-11.7715,-15.49669,14.5,Fallow,Medium
-14.11637,-15.00172,18.5666666666667,Fallow,Medium
-8.76364,-20.31315,4.9,Fallow,Low
-7.27406,-19.71082,6.0,Fallow,Low
-8.88953,-20.07001,6.7,Fallow,Low
-8.80985,-14.23473,2.4,Fallow,Low
-9.58779,-15.95406,16.2,Fallow,Medium
-9.55435,-16.90254,7.5,Tobacco&Chikori,Low
-8.2195,-20.55171,5.4,Tobacco&Chikori,Low
-13.17683,-17.82726,13.5,Fallow,Medium
-9.48689,-17.93043,12.2,Fallow,Medium
-11.87834,-17.03746,14.0,Fallow,Medium
-9.08814,-19.58943,2.5,Fallow,Low
-10.50558,-14.94108,2.3,Fallow,Low
-9.96143,-17.63374,6.4,Fallow,Low
-8.48617,-15.85643,38.8,Chickori,High
-8.61249,-17.33305,2.13333333333333,Fallow,Low
-11.22089,-14.34349,1.2,Fallow,Low
-8.38857,-17.5427,8.8,Chickori,Low
-3.38915,-15.48436,8.9,Chickori,Low
-9.26836,-18.11013,24.1,Fallow,Medium
-3.07449,-16.79861,9.26666666666667,Fallow,Low
-5.55774,-17.40624,2.1,Fallow,Low
-10.99969,-18.66422,1.4,Fallow,Low
-7.83008,-20.46705,21.9,Fallow,Medium
-8.94983,-16.61918,2.3,Fallow,Low
-7.98047,-17.05651,20.3666666666667,Fallow,Medium
-7.95838,-13.9233,24.0,Fodder&Jowar,Medium
-6.43373,-16.82384,11.0,Tobacco,Medium
-10.70448,-17.57721,11.5,Tobacco,Medium
-9.18284,-17.43577,34.3,Fallow,High
-7.3383,-16.16442,11.2,Tobacco,Medium
-9.30088,-16.1324,11.4,Tobacco,Medium
-11.05178,-16.86996,37.0,Fallow,High
-8.45938,-18.95792,12.6,Tobacco,Medium
-8.7945,-17.23768,10.2,Tobacco,Medium
-6.65707,-18.97401,9.8,Tobacco,Low
-8.25676,-18.40174,36.6,Tobacco,High
-7.04517,-16.6443,30.9,Tobacco,High
-4.40336,-15.24683,27.1,Tobacco,High
-10.16801,-18.55963,22.7,Mustard,Medium
-3.73192,-17.97693,31.5666666666667,Tobacco,High
-8.70563,-18.29034,11.1,Tobacco,Medium
-9.0146,-14.65495,10.7,Tobacco,Medium
-6.72818,-16.01029,10.5,Tobacco,Medium
-11.73583,-17.92443,9.0,Tobacco,Low
-11.23729,-18.85378,9.3,Tobacco,Low
-7.49536,-14.72904,11.3,Tobacco,Medium
-8.04454,-13.91522,21.5,Tobacco,Medium
-8.56925,-15.41372,25.1,Tobacco,High
-9.76795,-18.44851,17.4,Tobacco,Medium
-6.57851,-13.85697,32.0666666666667,Fallow,High
-8.70472,-20.81596,36.8,Fallow,High
-8.11419,-14.42772,39.0,Fallow,High
-11.08406,-19.12764,50.0,Fallow,Very High
-5.86731,-15.29115,9.4,Fallow,Low
-6.03947,-15.36209,35.6666666666667,Fallow,High
-5.17759,-12.66822,25.1,Fallow,High
-7.4351,-15.94924,15.0,Fallow,Medium
-8.12506,-16.86434,13.3,Fallow,Medium
-8.81952,-15.88563,14.2,Fallow,Medium
-7.89393,-12.7493,14.3333333333333,Fallow,Medium
-4.23258,-17.76399,43.5,Fallow,Very High
-7.09405,-17.94833,44.2,Fallow,Very High
-9.12453,-18.7345,14.5,Tobacco,Medium
-6.37891,-17.56174,26.4,Tobacco,High
-7.72919,-19.17009,16.0,Tobacco,Medium
-5.02662,-14.46858,46.4,Fallow,Very High
-12.62717,-20.14777,2.5,Fallow,Low
-7.57804,-19.14762,37.2,Tobacco,High
-6.77106,-13.07721,38.3,Tobacco,High
-6.65133,-12.07113,36.5666666666667,Tobacco,High
-5.82287,-14.30649,8.5,Mustard,Low
-6.14798,-13.27,35.9,Chickori,High
-6.14368,-12.36393,25.1,Chickori,High
-8.14496,-11.83545,12.6,Lemon,Medium
-9.10682,-11.61773,23.6333333333333,Chickori,Medium
-4.55952,-17.20658,36.3,Wheat,High
-2.34621,-13.53474,32.6,Wheat,High
-2.52711,-13.32216,30.6,Wheat,High
-9.45965,-17.13696,29.8,Wheat,High
-3.66157,-16.58692,36.7,Wheat,High
-8.98383,-14.1861,53.6,Wheat,Very High
-3.95837,-14.78166,44.9,Wheat,Very High
-8.66889,-16.98748,35.1,Wheat,High
-7.2024,-14.45343,9.6,Wheat,Low
-7.18908,-15.74454,43.7666666666667,Wheat,Very High
-9.04196,-19.53871,14.0,Fallow,Medium
-9.02207,-18.78126,8.2,Fallow,Low
-8.68461,-20.34576,18.1,Fallow,Medium
-7.76322,-17.16619,26.0,Fallow,High
-8.30756,-19.54926,18.1666666666667,Fallow,Medium
-10.39864,-18.52873,7.8,Wheat,Low
-8.30769,-20.03726,5.0,Wheat,Low
-10.88074,-20.20384,7.0,Wheat,Low
-8.54609,-17.67388,11.1,Wheat,Medium
-9.86155,-18.97485,11.2333333333333,Wheat,Medium
-8.45783,-18.66297,16.9,Wheat,Medium
-7.44074,-17.66072,15.7,Wheat,Medium
-3.17928,-12.04631,39.5,Wheat,High
-8.92292,-17.19782,33.1,Wheat,High
-3.3637,-16.63148,12.1666666666667,Wheat,Medium
-8.32823,-16.05168,9.6,Fallow,Low
-11.32349,-18.20643,11.2,Fallow,Medium
-7.62567,-17.34078,12.4,Fallow,Medium
-10.68391,-17.26859,11.6,Fallow,Medium
-11.2771,-16.98557,12.5333333333333,Fallow,Medium
-8.87441,-15.65316,25.6,Wheat,High
-10.18181,-15.08642,13.2,Wheat,Medium
-8.99715,-16.67062,13.7,Wheat,Medium
-11.37043,-17.57137,26.2,Wheat,High
-10.18138,-18.85185,11.8666666666667,Wheat,Medium
